PEID	ROP3	geonameid
16338	103691	6690605
16339	114106	6690605
16340	107787	6319500
16341	108714	6690605
16342	109625	3383560
16344	110731	3383062
16345	102927	3579926
16346	115126	3579926
16348	102818	6690364
16349	106357	6690364
16350	109662	6690364
16352	100181	3379023
16353	100472	3378840
16354	107967	3379023
16356	102927	3378950
16357	107179	3378950
16358	101886	3379515
16359	103602	3378950
16362	103701	3378950
16363	103691	3378950
16364	103789	3378950
16366	105976	3375463
16367	107920	3376386
16369	101657	3378950
16370	110423	3378950
16371	110631	6319437
16372	110682	3375463
16373	110685	3379515
16374	102692	3718425
16376	103642	3720823
16380	103701	3718425
16381	109667	3718425
16382	110448	3718425
16383	100425	11495224
16384	102927	11495220
16385	102324	11495060
16386	103691	11495253
16387	104168	11495002
16388	101657	11495244
16390	103059	6690603
16391	106357	6690603
16392	103686	6690603
16393	109662	6690603
16394	105018	6690603
16396	106777	3578039
16400	108730	11205389
16401	103701	3640873
16402	109667	3640873
16405	109625	7609816
16406	110448	3640873
16411	106882	3575180
16412	102927	11351600
16413	103686	11351677
16414	109546	11351493
16415	110760	11351706
16416	101510	3577819
16419	110570	3577819
16421	109662	3577819
16422	100197	3383062
16424	100472	3384418
16425	107179	3383062
16428	109624	3382761
16429	101886	3384397
16430	109626	3383329
16431	103691	3383329
16432	103701	3383329
16433	105544	3383062
16434	105688	3383329
16435	114941	3383062
16436	108133	3383329
16437	108714	3383062
16438	109625	3383329
16439	109662	3383329
16440	110199	3383062
16441	110731	3383062
16442	110196	3573891
16443	102927	7521947
16444	101887	7521947
16445	116659	7521947
16446	109546	7521938
16447	103701	3573800
16449	109534	7521947
16450	110111	3573761
16451	110309	3571894
16454	100181	3648106
16455	105688	3640847
16456	100472	3648106
16458	100999	9609522
16459	106823	3625035
16460	101106	3640847
16461	102927	3640847
16462	101886	3649198
16463	111118	3625035
16464	101896	3625035
16466	102327	6195938
16467	102336	3649302
16468	103495	3649151
16469	103496	3632306
16470	103507	6319341
16471	103686	3640847
16472	103701	3632191
16473	104168	3625035
16474	104192	3625035
16475	105976	6319358
16476	106222	6319341
16478	106298	3648106
16480	107331	6319351
16481	107821	3648106
16484	107967	3648106
16485	108022	3649302
16486	108023	3649302
16487	108096	3640847
16488	108129	3640847
16489	108161	3649302
16490	108398	3632191
16491	108452	3640847
16492	108551	9172403
16493	108685	3648106
16498	110376	3640847
16499	114906	3640847
16501	116544	3632191
16506	110685	3644541
16507	110905	3649302
16508	110975	6319340
16509	110992	3649151
16510	111102	3649302
16517	100245	6324175
16518	100250	6319407
16521	100301	6319239
16525	100315	6319427
16527	100413	6324182
16528	100415	6323835
16530	100417	6319574
16531	100422	3663683
16532	100425	6324358
16540	100464	6319341
16541	100174	6319424
16542	100466	6319281
16543	100467	6324144
16546	100468	6319238
16548	100474	6324183
16549	100492	6322777
16553	100554	6324175
16555	100582	6319487
16556	100583	6324183
16557	110345	6320488
16559	100632	6324019
16562	100648	6323826
16563	100813	6323851
16564	105056	6324276
16565	100999	6319341
16566	101053	6319341
16568	101857	6324332
16571	101621	6323803
16600	101657	6322060
16785	101658	6324358
16787	116514	6324358
16797	101873	6319697
16800	101886	6319500
16801	101889	6319243
16802	101893	6324175
16812	102233	6319237
16815	102247	6319294
16817	102329	6319318
16818	102336	6319341
16819	102519	6324276
16820	102530	6319341
16826	110975	6319340
16828	114794	6323836
16830	103082	6320453
16834	107881	6319715
16837	103252	6319238
16846	103305	6323074
16847	103493	6319684
16849	103494	6319720
16852	103501	6323732
16853	103503	6319341
16857	103507	6319341
16860	103511	6323742
16864	103686	6324358
16871	103838	6319404
16874	103922	6319341
16875	103932	6324188
16877	100181	6319361
16879	106902	6323806
16887	104111	6319238
16889	104140	3925074
16891	104170	6319337
16892	104189	6322752
16901	104200	3663683
16911	114857	6320660
16917	104334	6324164
16918	104355	6323839
16919	104385	6323776
16920	104424	6323396
16925	104432	6323755
16926	114896	6323826
16929	102479	6319341
16931	104514	6323826
16933	115273	6323742
16936	107635	6319294
16937	104523	6320513
16941	104554	6319313
16942	104589	6319249
16943	114615	6324224
16944	104614	6320611
16946	104634	6319437
16947	104636	6324368
16948	101885	6319341
16949	114618	6319072
16950	104673	6324274
16952	104672	6319500
16956	116156	3389385
16957	104674	3452670
16958	115938	6319341
16959	104713	6319437
16961	115082	6319404
16962	107855	6324175
16963	104748	6319281
16964	104773	3663683
16965	104774	6323835
16966	104784	6319439
16970	105041	6320751
16971	102325	6319341
16972	105090	6319351
16974	105225	6322212
16977	105247	6319299
16978	105298	6319559
16979	105303	6323863
16983	105304	6321712
16986	105306	6319646
16989	105308	6319746
16990	105464	6324183
16996	105975	6319323
16999	105976	6319361
17001	105447	6319269
17005	106222	6319323
17008	106298	6319351
17010	106364	6319299
17012	106404	6323863
17013	114661	6319299
17014	106435	6321751
17015	106444	6319299
17016	106521	6323826
17022	101612	6319299
17023	106663	6319341
17025	106795	6319243
17026	106903	6319414
17028	106919	6319317
17029	114681	6323806
17030	106999	6319340
17032	107186	6323817
17033	107331	6319351
17034	107435	6319341
17035	115083	6319248
17038	107667	6323757
17044	110730	6324185
17046	107765	3925074
17048	107787	6319500
17050	107848	6324327
17051	107849	6320530
17061	107880	6319434
17062	107884	6319267
17063	107893	6323822
17064	107896	6319317
17067	107920	6319361
17069	107923	6320989
17070	107950	3663683
17072	108050	6319341
17075	108096	6322728
17080	108135	6320354
17081	108141	6319284
17083	108201	6319236
17085	108379	6323806
17090	108486	6323817
17091	108537	6319233
17092	108559	6319437
17094	108685	6319351
17096	108743	6324277
17099	108915	6319287
17101	108997	6319437
17103	109330	6319341
17106	109498	6323817
17110	109629	6324276
17111	109631	6319232
17112	109632	6319472
17113	109640	6323863
17115	114726	6323863
17116	109842	6320055
17120	109844	6324368
17121	107937	6323954
17122	109859	6319341
17124	107967	6319351
17126	109934	6319483
17127	109964	6323725
17129	110039	6319345
17131	110070	3399683
17133	110168	6319329
17135	110189	6320036
17137	110199	6319435
17142	110202	6323824
17145	110236	6319259
17146	110242	6319341
17148	110292	6319229
17149	110293	6320871
17151	110294	6321936
17152	110300	6319483
17155	110335	6324327
17160	110337	6319341
17161	102098	6323824
17166	110401	6323804
17168	110438	6319249
17169	110443	6319230
17170	110437	6319737
17174	108394	6322060
17176	100603	6319334
17177	110631	6319359
17180	110682	6319354
17182	110715	6320642
17183	110726	6323826
17184	110731	6324182
17185	110732	6319229
17187	114748	6324183
17189	110886	6321804
17190	114752	6319003
17191	110889	6319223
17192	110891	6319627
17196	114797	3391393
17197	110900	6323170
17198	115360	3393241
17200	110904	6319340
17201	110927	6319341
17202	114754	6323819
17203	110961	6319281
17204	110976	6319356
17207	111011	6323826
17209	111012	6319291
17210	111130	6319341
17211	100344	11840039
17213	100666	11840156
17219	101987	11840156
17221	102160	11840039
17222	102161	11840121
17224	101658	11840020
17234	102213	11840039
17236	102917	11839994
17238	103305	11839995
17242	100040	11839960
17244	103686	11840061
17246	105225	11840061
17247	117064	11839929
17249	106548	11840029
17251	105964	11839929
17253	102191	11840039
17257	108031	11840039
17261	107751	11840099
17263	116609	11840034
17264	107877	11840022
17274	108030	11839990
17277	108632	11839974
17280	109843	11840080
17282	110112	11840019
17283	110108	11840036
17291	116636	11820783
17293	110441	11820780
17321	100425	11524845
17324	100492	3430696
17325	116531	3431270
17326	100516	3436394
17327	102160	3836473
17328	101658	3435699
17329	102927	11524829
17330	101833	11524842
17332	101896	3433922
17333	101884	3858584
17334	108236	3839021
17335	102014	3855106
17336	102190	3855106
17337	102213	3855106
17338	102346	11524840
17339	103161	3428983
17340	103701	3433778
17341	102140	3436042
17343	109538	3433328
17345	104432	3430599
17346	108394	3432134
17347	105643	3436227
17349	102191	3838753
17350	106296	3832131
17351	106697	3833025
17352	107372	3855106
17355	107877	3427655
17356	108030	3430084
17358	108031	3839414
17359	108096	11524832
17360	108129	3430786
17362	108239	3860953
17363	108452	11524829
17364	108678	3855567
17366	108856	11524839
17367	109354	11524839
17368	109357	11524842
17370	109920	3859455
17371	110108	3431356
17373	110376	11524842
17374	110534	3844738
17376	110743	3855282
17381	110961	3928091
17384	100666	3904907
17385	101149	3923172
17386	102160	3904907
17387	116563	3911924
17388	101567	3904907
17391	101874	3923172
17392	101884	3909233
17393	101901	3923172
17394	101904	3923172
17396	101957	3923172
17397	102151	3907580
17398	102156	3904907
17402	102948	3923172
17403	103305	3904907
17404	103506	3904907
17405	103686	3911924
17406	103966	3923172
17412	106548	3904907
17413	106833	3923172
17414	107372	3903319
17415	107398	3911924
17418	108236	3907580
17420	101932	3911924
17423	109331	3923172
17425	109679	3911924
17427	110108	3903319
17429	110198	3923172
17430	110214	3923172
17432	103505	3920177
17433	111126	3919966
17434	111127	3919966
17437	101106	3871332
17438	102927	3871332
17439	102113	3871332
17440	101884	3891149
17441	115799	3891149
17442	102825	4030752
17443	103686	3880987
17444	103701	3871332
17445	102140	3871332
17446	103900	3868703
17448	100207	3868829
17450	106296	3896095
17453	108452	3871332
17454	108856	3871332
17457	100045	10792481
17460	101854	3652461
17461	101871	3659851
17463	101955	3658191
17464	102119	3652349
17465	102254	3655184
17466	102262	3651296
17467	102869	3658665
17469	103686	3652461
17470	105887	3650339
17471	107478	3652461
17472	107703	3658780
17473	108232	3650471
17474	108245	3653394
17475	108546	3660343
17476	108713	3654666
17477	108784	10792473
17478	108965	3654737
17479	109319	3652592
17480	100425	3657508
17481	109945	3660572
17483	110448	3652461
17484	110681	10792484
17486	102927	11524835
17490	100045	8349568
17492	100125	8349545
17493	100245	8349582
17494	100255	3935423
17495	100275	3932833
17496	100307	3933873
17498	100421	3948641
17499	100429	3694873
17500	100488	3936625
17501	100554	8349580
17504	100658	7778815
17505	101612	8349567
17506	102927	8349601
17508	101848	3699086
17509	100551	3928923
17510	101872	8349568
17511	101876	3692894
17512	101882	3937248
17513	101892	8349581
17515	101893	8349582
17516	101884	8349570
17517	101948	3941507
17518	101953	3698538
17520	102055	3699735
17521	102155	3946643
17523	102247	3692894
17525	102255	3937248
17526	102279	3694919
17527	102294	3697793
17529	102329	8349582
17530	102341	3932863
17531	102948	3927937
17533	103701	8349601
17535	103883	3932649
17536	103885	3696415
17537	103887	3697460
17538	103888	8349545
17539	103892	3690672
17543	104193	3925567
17544	104213	3937732
17545	104225	3699735
17546	104329	3692841
17547	105613	3697032
17548	105887	3694873
17549	105973	3937248
17552	106327	3696415
17556	106444	3692894
17560	106869	3694873
17562	106931	3694873
17564	107383	3928923
17565	107405	3937483
17566	107407	3946262
17568	107586	3694873
17571	107675	3694873
17572	107728	3694144
17573	107764	8349580
17576	107993	8349601
17577	108052	\N
17579	109476	8349555
17580	108237	3691835
17583	108241	3941507
17584	108242	3946936
17587	108452	8349601
17588	108784	3694873
17590	108915	8349582
17591	108952	8349580
17592	116543	8349601
17593	109468	3927773
17594	109482	3939456
17595	109501	8349568
17598	110039	8349567
17599	108245	3694873
17600	110353	8349580
17601	110421	3695237
17602	110919	8349567
17604	110961	8349580
17605	111007	3925567
17607	103059	6355231
17608	108129	6355231
17610	108778	3333231
17634	109689	1697559
17642	103896	1665148
18222	107668	1733049
18223	107671	1733049
18224	102782	1820818
18225	107204	1820818
18226	107831	1733039
18229	110327	1820068
18230	109497	1820869
18231	107968	1733038
18232	114956	1733035
18234	108182	1733037
18236	108347	1733038
18237	101679	1820818
18244	115527	1820818
18247	108782	1733038
18249	108797	1733038
18250	108812	1733038
18251	101655	1822449
18252	101776	1830103
18253	109796	1822449
18255	100082	2089478
18256	100097	2083549
18257	100159	2091993
18260	109027	1733046
18261	109305	1733046
18262	109313	1733037
18266	109515	1733039
18269	109692	1733037
18275	109941	1733042
18276	101940	1733037
18287	100635	2083546
18291	100851	2083546
18303	107346	\N
18304	100354	\N
18305	108061	\N
18306	108580	4031116
18307	110132	4031091
18311	106291	7668021
18312	107344	7668028
18313	107345	4032279
18314	107346	4032279
18315	110155	4032279
18317	102966	11695425
18319	103686	2110384
18320	105038	2110341
18321	108580	2110384
18322	110330	7601981
18323	102966	4034977
18324	102816	4034776
18325	103686	2110441
18326	110645	4034759
18328	103686	\N
18329	112316	\N
18331	114406	2101556
18332	103092	2140685
18334	116234	2140464
18335	116231	2106552
18336	105675	2106552
18337	101890	2081175
18339	103686	2140464
18340	115561	7521415
18341	104096	2140464
18342	107213	2140464
18344	105535	2140464
18345	105760	7521415
18347	106690	2140685
18348	106691	2140685
18349	103498	2081550
18350	107192	2140464
18351	107198	2140685
18352	103686	2081550
18353	107201	2140685
18356	104189	2081550
18357	104615	2081550
18358	107202	7521415
18359	107348	2140685
18361	105256	2082036
18362	107568	2140685
18363	106725	7626924
18364	107690	2140464
18365	106810	2082282
18366	107060	2082282
18367	107931	2140685
18369	108076	2140685
18370	108077	2140685
18373	109534	2140464
18374	109704	2140464
18375	110079	2140464
18376	110511	2140464
18377	105018	2140464
18378	110511	9259067
18379	101827	2140685
18381	110645	2140464
18382	107499	2081550
18383	110766	7521415
18384	107725	2082282
18385	110888	2140464
18386	108040	7626929
18388	108108	2081550
18389	103059	2140464
18390	108168	2082282
18391	108742	2081175
18392	110201	2082282
18393	110385	2081175
18394	110448	2081550
18395	110854	2081175
18396	110981	2081175
18397	100171	2140685
18398	102966	9259067
18400	103015	9259067
18401	101835	2140685
18402	103286	2109495
18403	105038	7280292
18404	102741	2140464
18405	102816	2140464
18406	102966	2140464
18407	102144	4034365
18408	102966	4034365
18410	107085	2134739
18411	107212	2208267
18412	107397	2199295
18413	107441	2208267
18414	103709	2208266
18415	109800	2134739
18416	107726	2199295
18417	110511	2199295
18419	102966	2205272
18420	103544	2194371
18421	110448	2205272
18422	105619	2199295
18423	102943	2134739
18427	104017	7535954
18428	109477	2208267
18430	109298	2199295
18431	100357	7535954
18432	109801	2134739
18434	107505	2137421
18435	100184	2134898
18436	102927	1996551
18437	110155	2208267
18438	102965	7535954
18439	109692	1996551
18440	103305	1996551
18444	103896	1996551
18445	104243	1996551
18447	110448	7535954
18463	100261	2208266
18464	100005	1682671
18465	100425	1733046
18466	100799	1733039
18469	100354	2193732
18470	101143	1733038
18472	100356	2193732
18473	100357	7910036
18474	100358	2193732
18475	101489	1733039
18478	100425	2193732
18481	101747	1733039
18482	102927	2193732
18483	101776	1733037
18484	101919	1733039
18485	108778	7910036
18486	104832	1733039
18487	101933	1682671
18488	102315	2193732
18490	102787	2193732
18491	103015	2193732
18492	103305	2193732
18494	103480	2193732
18495	103686	2193732
18496	103918	2193732
18497	115527	2193732
18498	104068	2193732
18499	104096	2193732
18501	117322	2193732
18502	108061	2193732
18503	108096	2193732
18504	108398	2193732
18505	108452	2193732
18506	108580	2193732
18509	109704	2193732
18510	110132	2193732
18511	110155	2193732
18512	110330	2193732
18513	110448	2193732
18514	105018	2193732
18516	110743	2193732
18518	106531	1733038
18519	110324	1820068
18520	106538	1733044
18523	106653	1733039
19270	108984	1733038
19271	109021	1682671
19275	109418	1733039
19276	109487	1733039
19277	109497	1733038
19279	102784	1733039
19280	109607	1733039
19282	109779	1733039
19283	102785	1733039
19284	109794	1733039
19285	109873	1733039
19286	100354	2089856
19289	110044	1733039
19290	100397	2132895
19292	100410	2089478
19293	100449	2097846
19294	100458	2091993
19295	100473	2083546
19296	100507	2087246
19298	100521	2091993
19301	100645	2091993
19302	100649	2083549
19304	100918	2090468
19307	100938	2083549
19308	101022	2083546
19309	101043	2083549
19312	101085	2089478
19313	101183	2083546
19314	101247	2087246
19315	114866	2083549
19316	101433	2097846
19317	101445	2091993
19318	101455	2133763
19319	110191	1733038
19320	110230	1733039
19321	110243	1733039
19322	110281	1733039
19323	110323	1733038
19324	110324	1733038
19326	110374	1733038
19328	101520	2097846
19329	105013	1733039
19330	110423	1733046
19331	101521	2132895
19332	105628	1733039
19333	110787	1733038
19334	104555	1733049
19335	101608	2091993
19336	101679	1733038
19337	102783	1733039
19338	105012	1682671
19339	101628	2091993
19340	101636	2083549
19345	101717	2090468
19346	101736	2097846
19347	101743	2091993
19348	106643	2090468
19349	101821	2083549
19350	102378	2091993
19351	114392	2090468
19352	102412	2091993
19353	102480	2132895
19354	114563	2089856
19588	103933	1820869
20130	102717	2083549
20131	105882	1733039
20132	102812	2086331
20133	105316	1733035
20134	106144	1733046
20224	112836	1733046
20225	102242	1733039
20227	102465	1733038
20228	102924	2097655
20229	102779	1733039
20230	102966	2089856
20231	102786	1733039
20232	102844	1733039
20233	102965	1733046
20235	103544	1733037
20236	103789	1733046
20237	103896	1733046
20238	103985	1733039
20239	114115	1733037
20240	104156	1733042
20241	104189	1733046
20242	112316	1733039
20243	103158	2132895
20244	100357	7839690
20245	100516	7839769
20246	100626	7839761
20247	103222	2097846
20248	102927	7839644
20249	104946	7839745
20250	103240	2091993
20251	102315	7839824
20253	103242	2132895
20254	102879	2063522
20255	109692	7839763
20256	103289	2098593
20257	115527	7839747
20258	104068	7839743
20259	117322	7839763
20260	105458	7839805
20261	105667	7839805
20262	107987	7839707
20263	108129	7839750
20264	102120	2098593
20265	109534	7839740
20266	103473	2133763
20267	109667	7839732
20268	110448	7839768
20269	103558	2132895
20270	103572	2083549
20272	103758	2091495
20273	103893	2090468
20274	103920	2089478
20275	103968	2132895
20276	103981	2091993
20278	104003	2087246
20280	104004	2086331
20281	104071	2090468
20282	104082	2087246
20283	102284	4034365
20286	104354	2097846
20287	115297	2083549
20432	103699	1996551
20434	104418	2132895
20435	100665	1529047
20437	104195	1822449
20438	104946	1830103
20439	113972	1822449
20440	105300	1830563
20441	105326	1822449
20442	105643	1830103
20443	101925	1830306
20444	110799	1822676
20724	114954	1996551
20725	103701	1996551
20726	103690	1996551
20727	103691	1996551
20728	103686	1996551
20729	102140	1996551
20730	102138	1996551
20731	104427	2096633
20732	104487	2132895
20733	104489	2087246
20735	104527	2097846
20736	104534	2087246
20737	114883	2083546
20738	104735	2091993
20739	115339	2086331
20740	104752	2083551
20741	104765	2083549
20880	114394	2090468
20881	106186	2087246
20882	105894	1904617
20883	114852	1653893
20885	114396	2087246
20893	111227	1653893
20894	114830	1653893
20895	102833	1653315
20896	114549	1653315
20897	110776	1904618
20899	107305	1653893
20900	103844	1652077
20901	114106	1652077
20902	103916	1904617
20903	106646	2132895
20906	115198	1657818
20907	104946	1657818
20913	114799	1652238
20916	105183	1654491
20917	105307	1656538
20918	114142	1904617
20919	111024	8238752
20921	111239	8238752
20923	111240	1653893
20925	109856	1904615
20926	105685	1904615
20927	107591	1559969
20928	106686	1652210
20929	106916	1652077
20930	101776	8238752
20932	108011	1652077
20934	108015	1653893
20937	108497	1656538
20938	109303	1904617
20939	111242	1904615
20941	107284	8238752
20942	107528	1657818
20943	109703	1657818
20944	106857	1655558
20945	109710	1657114
20946	104572	1657114
20947	109714	1652077
20949	109717	1904617
20951	109720	1652077
20952	111248	8133594
20954	109722	1652077
20955	109723	1652077
20956	104960	1654491
20957	109758	1653315
20958	109793	8238752
20959	111249	1655558
20960	109912	1653893
20962	109836	1657818
20963	105018	1904618
20964	109837	1653333
20965	109741	1655558
20966	108497	1568839
21622	103059	7839805
21623	108929	6619279
21625	105225	7839707
21626	108397	7839739
21627	109489	7839398
21628	108572	2086331
21629	106614	2090468
22025	109343	352603
22026	105688	280282
22028	116090	278297
22034	114397	2090468
22038	110448	2089856
22039	111322	8238747
22040	106013	11154019
22041	104959	8238778
22042	101776	1285898
22043	113721	8238776
22044	101940	8239357
22045	106892	1309286
22046	102965	11154021
22047	103686	8239357
22048	103667	11154014
22049	103789	8239357
22052	102170	8238605
22053	108436	11154027
22054	108587	8238778
22055	109309	11154018
22056	114106	8238775
22088	105944	2791993
22097	103034	2783770
22100	113983	1785694
22101	114840	1785694
22102	114274	1785694
22103	114283	1785694
22104	114293	1794299
22105	114294	1794299
22106	114295	1794299
22107	114296	1785694
22108	114297	1809445
22109	114300	1785694
22110	114301	1785694
22111	114305	1785694
22112	114306	1809445
22113	114308	1809445
22114	114311	1785694
22115	114313	1794299
22116	114314	1785694
22117	114315	1785694
22120	114324	1785694
22122	114338	1809445
22123	114348	1785694
22124	114352	1809445
22125	114353	1785694
22126	114357	1785694
22127	114364	1809445
22128	114367	1809445
22129	114372	8238707
22131	115003	1809867
22132	114994	1809867
22133	114995	1809867
22134	114996	1809867
22135	114998	1809935
22136	114999	1809867
22137	115000	1785694
22138	115004	1785694
22139	115005	1785694
22141	115006	1809867
22142	115002	1809867
22143	115007	1809867
22145	114830	1785694
22146	113990	1785694
22147	113993	1809445
22148	113994	1785694
22149	113995	1785694
22150	113997	1785694
22151	114000	1785694
22152	114002	1785694
22153	114012	1785694
22154	114021	1809445
22155	114023	1809445
22157	114040	1809445
22158	114041	1785694
22159	114046	1809445
22160	114045	1785694
22164	114058	1785694
22165	115102	1809445
22167	114073	1785694
22168	114075	1809445
22169	114100	1328217
22172	114124	1785694
22178	105552	1809445
22179	114146	1785694
22180	114152	1785694
22181	114153	1785694
22182	114154	1785694
22183	114157	1785694
22184	114174	1809867
22185	114177	1785694
22186	114178	1809445
22187	114179	1785694
22188	114185	1785694
22189	114186	1785694
22191	114181	1809445
22192	114824	1809445
22193	114188	1794299
22194	114191	1794299
22195	114194	1785694
22197	114212	1785694
22198	114214	9748035
22200	114232	1785694
22201	114235	1809445
22202	114236	1785694
22203	114237	1785694
22204	114239	1794299
22205	114242	1809445
22207	114246	1785694
22208	114247	1809445
22209	114252	1785694
22210	114253	1785694
22211	114260	1794299
22212	114261	1785694
22213	114263	1809445
22214	114264	1794299
22215	114266	1794299
22219	110387	3333223
22231	102927	2648110
22233	104096	3038049
22234	109534	2950157
22240	107356	443355
22241	110315	9998225
22243	103386	192064
22253	116626	7778677
22254	104068	7778677
22255	107987	2759793
22256	110743	2653753
22257	102879	2648110
22260	104709	2648110
22261	113732	2648110
22263	104168	3571815
22264	103602	3383329
22265	116451	3383329
22266	108730	3382761
22269	103642	6690603
22270	115802	6690603
22271	103642	11494903
22272	103059	6690364
22273	102692	6690364
22276	104189	11154547
22279	103602	6690605
22280	105688	6690605
22281	103059	6690605
22282	116086	3383062
22284	101887	6690605
22285	108730	3383560
22286	109546	6690605
22287	106357	6690605
22288	102692	6690605
22289	107993	6690605
22290	105729	6690605
22292	103642	6690364
22293	101510	6690364
22298	103496	3675659
22299	109319	9609530
22300	109538	3564073
22302	103642	3564073
22303	104168	3564073
22312	102787	3640874
22316	100390	3640873
22319	102787	8129153
22321	102324	3564073
22372	104117	1655561
22375	101940	1831095
22376	114732	1830563
22380	109517	1606375
22382	104960	1150532
22384	114183	1607758
22409	105225	11154547
22414	110760	11205389
22415	114562	7668941
22416	114581	7668937
22420	100722	1923045
22421	100850	1650535
22422	116472	1923045
22423	101162	1642668
22424	101296	1642672
22425	115281	1621176
22426	104218	1642669
22427	114982	1642668
22428	104221	1642669
22429	104220	1642672
22430	101020	1642668
22431	109949	1642668
22433	114384	1642668
22434	105999	1642668
22435	109604	1642672
22437	100030	1996549
22438	100111	1643012
22439	100148	1643012
22440	100163	1643012
22442	100262	1643012
22443	100270	1996549
22444	100271	1996549
22445	110946	1643012
22446	100372	1643012
22447	100400	1643012
22448	100459	1996549
22449	100495	1996549
22450	100562	1643012
22451	100543	1996549
22452	100559	1996549
22453	113996	1643012
22454	100630	1643012
22455	100647	1643012
22456	100655	1643012
22457	108055	1643012
22458	100659	1996549
22459	100699	1643012
22460	100757	1643012
22461	100762	1996549
22462	101029	1643012
22463	101082	1643012
22464	106437	1996549
22465	101150	1643012
22466	101192	1996549
22467	101284	1643012
22468	101294	1643012
22469	101436	1643012
22470	101592	1643012
22471	101597	1643012
22473	101763	1643012
22474	101796	1643012
22475	103049	1643012
22476	103731	1996549
22477	100036	1215638
22478	100215	1215638
22479	100341	1215638
22481	100984	1923047
22482	101123	1213642
22483	101124	1215638
22484	114801	1213642
22485	101127	1213642
22486	101128	1213642
22488	101235	1626196
22489	107995	1923047
22490	101255	1649147
22491	102481	1626196
22492	116020	1213642
22493	102926	1649147
22494	102929	1626196
22495	103264	1215638
22496	104172	1642856
22497	104755	1649147
22498	104789	1626196
22499	104863	1642856
22500	104996	1626196
22501	100216	1215638
22502	105149	1626196
22503	105335	1642856
22505	100031	1638535
22507	105625	1638535
22508	108155	1638535
22509	105705	1626196
22510	105706	1626196
22512	105791	1626196
22513	105847	1923047
22515	101126	1213642
22517	108373	1629652
22518	106551	1626197
22519	106640	1626197
22520	106874	1649147
22522	108799	1626196
22523	107311	1213642
22524	107596	1626196
22525	107781	1626196
22526	107908	1626196
22527	107962	1649147
22528	107972	1626196
22529	107973	1642856
22531	108290	1626196
22532	108294	1626196
22533	108327	1626196
22534	108346	1649147
22535	108825	1626196
22536	108855	1649147
22537	108996	1215638
22538	109018	1215638
22539	101125	1215638
22541	109752	1629652
22542	109774	1215638
22543	100139	1641898
22545	100764	1641897
22546	104835	8604684
22547	100828	1641898
22548	104836	8604684
22549	101002	1641899
22550	101093	1641897
22551	101212	1641900
22552	101213	8604684
22553	106151	1641897
22554	101264	1641900
22555	101411	1641900
22556	101575	1626229
22557	101715	1641900
22558	101716	1641900
22559	101789	8604684
22560	104779	1641897
22561	102652	1641900
22562	102777	1641899
22563	102778	1641898
22564	102781	1641898
22565	102910	1641900
22567	104404	1641898
22568	104450	8604684
22569	104581	1641900
22570	104737	1641898
22571	104778	1641897
22572	104780	8604684
22573	104837	8604684
22574	104838	1641897
22575	104820	1641900
22576	104827	1641900
22577	105648	1641900
22578	105684	1641897
22579	105716	8604684
22580	105955	1641898
22581	104839	1641897
22582	106159	1641897
22584	104781	1641900
22585	106698	1641897
22586	106849	1641900
22587	107228	1641898
22588	107347	1641900
22589	105134	8604684
22590	107702	1641898
22591	108981	1641898
22592	107913	1641897
22593	107771	1641898
22594	107975	1641897
22596	108173	1641897
22597	108175	1641900
22598	108176	1641898
22599	108177	1641897
22600	108178	8604684
22601	108179	8604684
22602	108206	8604684
22603	108376	1641900
22604	108485	8604684
22605	108528	1641897
22606	108641	1641900
22607	108707	1641900
22608	103933	1641900
22609	108790	1641897
22610	108806	1641900
22611	108815	8604684
22612	108819	1641900
22613	108823	8604684
22614	109497	8604684
22615	115074	1641900
22616	109903	1641898
22617	110044	8604684
22618	110288	1641897
22619	104840	8604684
22620	104782	1641897
22621	104841	1641897
22622	100237	1636627
22623	100244	1636627
22624	100268	1636627
22625	100274	1636627
22626	100561	1636627
22627	100692	1636627
22628	100693	1636627
22629	106150	1958070
22630	114952	1636627
22631	101037	1636627
22632	101137	1636627
22633	101256	1636627
22634	101522	1636627
22635	101528	1636627
22636	101595	1636627
22637	101726	1958070
22638	101779	1636627
22639	115342	1636627
22640	115072	1636627
22641	102478	1636627
22642	102655	1636627
22643	106091	1958070
22644	106377	1636627
22645	109852	1636627
22646	102904	1636627
22647	102918	1636627
22648	103045	1636627
22649	103156	1958070
22650	103175	1958070
22651	103194	1958070
22652	103282	1958070
22653	103309	1636627
22654	103445	1958070
22655	103635	1636627
22656	103726	1636627
22657	108795	1636627
22658	103839	1636627
22659	103874	1636627
22660	103890	1636627
22661	103940	1958070
22662	104000	1636627
22663	104009	1636627
22664	104151	1636627
22665	104174	1636627
22666	104375	1958070
22667	104412	1636627
22668	104437	1636627
22669	112461	1958070
22670	104803	1636627
22671	104857	1636627
22672	105066	1636627
22673	105111	1636627
22674	105150	1636627
22675	105439	1636627
22676	114887	1958070
22677	105654	1636627
22678	105673	1636627
22679	105733	1636627
22680	114386	1636627
22681	105797	1636627
22682	105798	1636627
22683	111099	1636627
22684	113965	1636627
22685	105864	1636627
22686	105912	1636627
22687	105997	1958070
22688	106066	1636627
22689	106261	1958070
22690	106267	1636627
22691	107323	1636627
22692	102409	1636627
22693	107490	1636627
22694	110745	1636627
22695	107520	1636627
22696	107608	1636627
22697	107744	1958070
