PEID	ROP3	geonameid
11558	101615	444185
11559	101620	444181
11561	101771	444188
11562	105156	444185
11565	102028	444188
11567	102452	444188
11568	105379	444188
11569	102612	444188
11570	102654	444188
11571	102718	444188
11572	106990	444183
11575	116521	444178
11577	103237	444186
11579	103177	444188
11581	103219	444181
11582	103260	444188
11583	103364	444188
11586	103399	444185
11587	103413	444188
11589	103562	444181
11591	103629	444188
11593	103713	444184
11598	104243	444178
11600	104367	444188
11601	104390	444188
11602	104518	444188
11603	104685	444188
11604	104794	444188
11606	104861	444185
11607	105202	444188
11608	105208	444188
11609	105406	444187
11610	105417	444180
11611	105631	444183
11612	105753	444188
11613	105969	444185
11614	108891	444185
11615	106078	444188
11616	106170	444188
11617	106512	444188
11618	106534	444188
11619	106567	444188
11621	108901	444188
11622	106921	444188
11623	106929	444188
11624	107081	444188
11625	102817	444188
11626	107406	444181
11627	107451	444181
11628	107543	444188
11629	107719	444188
11630	104819	444180
11633	108362	444188
11635	108499	444188
11636	108807	444185
11637	108885	444185
11640	108928	444188
11644	109392	444182
11645	109464	444180
11646	109571	444178
11647	109622	444188
11648	115963	444188
11649	110050	444187
11650	110207	444188
11651	110261	444185
11652	110363	444183
11653	110640	444188
11654	110644	444185
11655	110647	444180
11656	111028	444188
11658	113930	444188
11659	111162	444188
11661	111160	444185
11662	100226	3031359
11663	102733	2968815
11664	102879	2968815
11665	108521	2968815
11667	104056	2971090
11668	104224	3013657
11669	104301	3013657
11670	104365	3031359
11671	105458	3013657
11672	105688	2968815
11673	104002	2971071
11674	106804	3013657
11675	106837	3031359
11676	107785	2971071
11677	101275	2975249
11678	108512	2971090
11679	108925	2975249
11680	108945	3013657
11681	109571	2968815
11682	109662	2968815
11685	110285	3031359
11686	107785	281132
11691	100427	131222
11692	100079	9166545
11693	113818	9166545
11694	109662	9166607
11696	101196	98678
11698	116089	98718
11700	110313	9166541
11701	100574	99612
11704	114534	97269
11707	101983	99612
11708	102879	9166545
11710	102682	99610
11715	110925	9166545
11717	114989	98197
11719	107987	9166545
11722	101922	97416
11724	110306	94786
11725	110423	9166668
11726	100079	294824
11727	114499	294824
11731	107785	294824
11733	100574	293198
11735	104244	293198
11736	116827	293198
11737	102733	294824
11739	102879	294952
11740	102987	294904
11741	103063	293396
11743	103906	294824
11744	104246	294904
11746	104088	293198
11747	104313	293396
11748	103299	293198
11749	105454	293198
11750	106015	293396
11751	112836	293198
11752	106317	294952
11753	102682	293198
11754	105801	293198
11755	105735	294952
11756	115645	293396
11757	108099	293396
11758	108133	294904
11759	111222	293198
11761	108454	294904
11765	115653	293396
11767	110287	293396
11768	113818	293396
11770	110925	294904
11772	116601	293198
11777	104056	250092
11778	104301	250439
11780	101193	250583
11782	102059	250439
11783	102879	250439
11786	116608	250439
11787	105458	250439
11788	107785	250751
11790	109392	197744
11792	114491	98247
11793	107785	285816
11794	100574	285816
11796	102879	285628
11798	104056	285788
11803	112836	285816
11804	107987	98247
11805	108182	285628
11807	113732	98247
11808	109930	285628
11809	110423	285816
11810	114499	278297
11812	100574	276780
11815	102733	273607
11816	104056	273607
11818	116091	276780
11820	105458	273607
11823	113818	276780
11828	106804	2210245
11830	101722	2210245
11833	102879	443289
11836	103312	2214432
11837	110233	2214602
11838	102682	2210245
11841	105948	2210245
11842	116605	2210245
11843	106188	2210245
11844	104139	7602689
11845	110802	2210245
11846	108762	2219944
11847	109571	2210245
11848	109917	88932
11849	110285	2210245
11850	117438	7602692
11851	111134	88932
11852	111196	7602689
11857	103344	11281874
11858	108945	11281882
11859	104224	11281874
11861	106015	11281879
11862	104002	11281876
11863	106804	11281879
11864	116540	11281881
11865	101275	11281876
11871	100772	8394434
11872	102582	411742
11873	108942	411741
11874	101122	411742
11876	103544	411740
11878	103714	411737
11879	103851	6940852
11880	108895	411742
11881	105404	411741
11882	105939	411740
11883	106046	411742
11884	112836	411742
11885	100431	411740
11886	107987	411740
11888	108182	411740
11889	100425	411740
11890	100427	411740
11891	109027	411740
11893	109469	411740
11894	113732	411740
11895	110423	411740
11896	109729	411740
11897	111148	411740
11899	109469	389469
11901	102879	389469
11903	112836	389469
11904	107987	389469
11905	114491	389469
11906	108748	389469
11908	109571	389470
11910	113732	389470
11911	110423	389470
11913	109469	108411
11914	101193	108411
11915	101254	108411
11916	109644	108411
11919	102879	108411
11922	116092	108241
11927	102815	108411
11931	100431	108411
11933	108748	104514
11934	116541	108411
11935	109392	108411
11936	109571	104514
11937	113818	108411
11938	110423	108411
11939	110469	108411
11940	109729	104514
11942	109644	56083
11943	103458	56084
11948	106662	51966
11949	115104	51966
11951	104266	51966
11952	105958	64538
11953	106940	56083
11954	109392	59362
11955	110289	51966
11958	114498	408661
11960	100169	11550548
11961	100090	408667
11963	115239	408661
11964	100395	444183
11967	100613	11550544
11968	100638	216140
11970	103622	408667
11971	101061	238639
11973	100954	11550565
11974	101599	9143462
11975	100957	9143462
11976	100956	9143462
11977	100958	9143462
11978	101166	379253
11979	101173	408660
11980	101211	408663
11981	101221	11550563
11983	114984	11550581
11985	101416	408658
11986	116105	9143458
11989	101600	11550563
11990	115826	11550576
11994	110576	11550565
11995	102390	408667
11997	102392	8394435
11999	108362	178914
12001	102599	8260674
12003	102620	11550544
12004	116284	408661
12005	102618	10400839
12006	102619	408661
12008	102621	11550576
12009	110778	11550563
12011	102707	378389
12012	102709	9406254
12015	102879	379253
12016	102895	408661
12017	102900	408661
12018	102936	408658
12019	107367	378389
12021	103038	8394436
12023	103079	408660
12024	103083	408661
12025	103084	408660
12029	103613	11550581
12030	100436	408661
12031	103376	408664
12032	116116	11550581
12034	103553	408654
12035	103562	408654
12037	103733	408648
12038	103749	408661
12039	103863	11550589
12040	104029	408660
12041	109675	408654
12042	103097	408648
12043	115821	11550596
12045	103556	408661
12046	104326	408654
12048	115822	11550544
12049	104347	408648
12051	115823	216140
12053	104725	408661
12054	104446	11550555
12055	104474	11550548
12056	104475	10400490
12057	114613	408661
12058	104573	408661
12059	104605	408669
12060	114947	408660
12061	103230	408661
12063	104738	408661
12064	104804	408661
12065	104805	408661
12068	104833	378389
12069	104374	444188
12071	105064	408661
12072	105156	408654
12073	105305	11550548
12074	105321	408661
12075	116262	408661
12076	105363	216140
12077	105564	408661
12078	115263	8260674
12079	105655	408661
12080	105816	408661
12081	105785	216140
12082	105815	408661
12084	105830	10345217
12087	105862	10346346
12089	105870	8260674
12091	104331	11550565
12092	105951	408654
12093	105960	408658
12094	105990	8260674
12097	106248	9143462
12098	106372	408661
12099	106392	408658
12101	107268	408661
12102	116296	408661
12103	106616	408667
12104	106637	408658
12105	116235	408661
12107	115824	216140
12108	106733	408654
12109	106749	7874621
12110	106754	216140
12112	106802	408661
12113	106805	11550552
12115	106901	216140
12116	106921	11550573
12117	107163	11550565
12118	107229	216140
12119	107232	11550548
12123	107536	11550552
12124	115825	8260674
12125	107563	408661
12126	107632	11550569
12127	107708	408661
12128	105829	10346346
12129	110125	408661
12130	108307	\N
12131	108711	408660
12132	108923	408661
12136	108969	408663
12137	100844	444188
12138	108974	408661
12140	109317	408658
12141	109392	379253
12142	109571	379253
12143	109609	408658
12144	109622	444188
12145	109644	379253
12146	100443	408661
12147	110124	9143462
12148	109698	408661
12150	104296	408661
12151	109768	408658
12152	109917	408658
12154	109951	10346346
12155	102586	11550548
12157	110063	408661
12158	110069	408661
12162	104816	444181
12164	115827	11550576
12165	110263	408661
12166	116509	408661
12167	110276	408661
12168	110277	408661
12169	100446	408661
12170	110644	408654
12171	110699	408661
12172	111120	9143458
12175	100079	170903
12176	114499	173578
12178	105735	170903
12181	100574	173813
12182	101196	169575
12185	101983	90392
12187	102733	172410
12188	104056	167541
12189	116937	170015
12193	107987	167541
12198	109662	167541
12199	110313	173813
12201	113818	169387
12202	110306	169575
12203	105954	170652
12204	105458	173813
12205	102682	167541
12207	100226	11109022
12212	103312	2467782
12215	104234	2469082
12216	109667	11109174
12217	106015	11109168
12218	106188	11109165
12220	108925	11107173
12222	110285	2469385
12223	116560	11109172
12225	101254	292673
12226	109644	292224
12231	107909	292969
12233	102879	292224
12238	100427	292673
12241	104844	292224
12243	112836	292969
12245	100431	292969
12247	107987	292673
12249	108182	292673
12251	108942	291075
12252	109027	292673
12253	109305	292224
12254	109392	292673
12255	109469	292969
12256	109571	292673
12259	109930	292673
12261	110423	292224
12262	109729	292224
12264	107785	285153
12265	108566	285153
12270	104088	71131
12271	100427	6940759
12274	109729	76153
12277	102879	6940663
12278	103851	6940852
12282	106046	6940855
12284	108627	6940797
12288	107785	6940662
12289	107987	6940659
12291	109372	6940758
12292	109392	71131
12293	103630	6940757
12294	109571	6940662
12295	110053	6940735
12296	100127	8260654
12297	100663	8260655
12302	100685	7669270
12303	109913	8260649
12305	101101	10344470
12306	101643	7874156
12307	101421	7874158
12309	101551	7669349
12310	101836	7669265
12312	114550	8634516
12313	110343	7873914
12314	100396	10344466
12315	114558	10344475
12316	102513	7874170
12317	102974	7874152
12319	103041	7668931
12320	103042	7669263
12322	103080	7669352
12324	103095	8693304
12325	103563	9063965
12326	103587	7668935
12327	103733	7669268
12328	103941	8260647
12329	103946	8260648
12330	103972	7670841
12331	104357	7669275
12333	105083	10344474
12334	105270	7874113
12335	114833	10344467
12336	102695	8260658
12337	106039	8260648
12339	106233	7874113
12340	106471	10344466
12341	114980	9166075
12342	106764	7911056
12343	106781	7874158
12344	107016	8334580
12345	107117	7874156
12346	108029	7669273
12347	108766	8335019
12348	108879	7668939
12351	109404	7911056
12352	109429	7669275
12353	109658	7874152
12354	110123	7874154
12355	110138	7668939
12357	110597	7669273
12358	110602	9166076
12359	110748	7668892
12361	110902	7668937
12364	111095	9063965
12370	111171	7874170
12371	100925	2359569
12372	100685	2354771
12373	100226	2355248
12374	106692	2597261
12375	101480	2597266
12376	101797	2362006
12378	101509	2597250
12380	101526	2360075
12382	101573	2359569
12383	109426	2359027
12384	101421	2597260
12386	101823	2597248
12387	108985	2359569
12388	102365	2597251
12389	102664	2359209
12390	115024	2353568
12391	102665	2359209
12392	102810	2359569
12393	102799	2362047
12394	102846	2359209
12395	102974	2597261
12397	103078	2359027
12398	103075	2356982
12400	103461	2359209
12401	111200	2357548
12402	103587	2360223
12404	103733	2354771
12406	104305	2597263
12407	104323	2359209
12408	108577	2355211
12409	104520	2356386
12410	104705	2357548
12411	104932	2359209
12412	105137	2597248
12413	104945	2359209
12415	105471	2355248
12416	105697	2355930
12419	105811	2356386
12420	106266	2359923
12422	106313	2356982
12424	106781	2359923
12425	104138	2359923
12426	106346	2357858
12427	111149	2359923
12428	107073	2359569
12429	107118	2597263
12430	107309	2597263
12431	108579	2355211
12433	107507	2357858
12434	107508	2597269
12436	114841	2355211
12437	108208	2362047
12438	101820	2360075
12439	101824	2597267
12441	108978	2359569
12442	109308	2355914
12444	109339	2355474
12446	109413	2359923
12447	108788	2360075
12448	108630	2597265
12449	115354	2360075
12451	109947	2356386
12452	110046	2359209
12453	110184	2359569
12454	110232	2597264
12455	110302	2359209
12457	110562	2360075
12458	102367	2355474
12459	110684	2597263
12460	110786	2359209
12463	111095	2359923
12465	100022	2225744
12466	100060	2232640
12467	100086	2229291
12468	100105	2226947
12469	100107	2226947
12470	100198	2226947
12471	100203	2232640
12473	100257	2226140
12474	100269	2226140
12475	100403	2228442
12476	100572	2228442
12477	100602	2226140
12478	100650	2226830
12480	100978	2233500
12481	100686	10289311
12483	110877	10289311
12484	100729	10289311
12485	100730	2225744
12489	100733	2226947
12490	100811	2232969
12492	100822	2222269
12493	100823	2225280
12494	100824	8505106
12495	105416	2227197
12496	100830	2233500
12497	100843	2233122
12498	114439	2226830
12499	100854	2228442
12501	100919	10289311
12502	100923	10289311
12503	100926	2226830
12505	100928	2234988
12506	100929	2230816
12507	100930	9224961
12510	100933	9224961
12511	100934	2234988
12512	100935	2225334
12513	107276	2234988
12514	100936	2234988
12515	100937	2227064
12516	100939	10289311
12518	100943	2226947
12519	100945	2228217
12521	100986	9224948
12522	100988	10289311
12523	101081	2227197
12525	115045	2223330
12526	101115	8505106
12527	101119	2234396
12528	101130	2229760
12529	115235	2222269
12530	100941	9224951
12532	101181	2232640
12533	101182	2230817
12534	101184	2229251
12536	101199	2226947
12537	100731	9224948
12538	101236	9224948
12539	101265	9224948
12542	101303	7730793
12543	101413	2226947
12544	101434	2230815
12546	116087	2227197
12549	101524	2231710
12551	101556	2228442
12552	101557	2228442
12553	101580	2231710
12554	101585	2233500
12555	101622	2229291
12556	101682	2226947
12557	101697	2229291
12558	101731	9230015
12559	101734	9224959
12561	101795	2226140
12562	101813	9224951
12564	101853	2228442
12566	101993	8659814
12567	101994	9228189
12568	102333	9224959
12569	102338	9224951
12570	102351	9224951
12572	102501	2233122
12575	102611	9224948
12576	102641	7730793
12578	102727	9228189
12579	102735	2221059
12580	102747	2234396
12581	102750	9224949
12583	102762	9224948
12584	102793	2234396
12585	107576	2230815
12586	102874	2225280
12587	102887	2228442
12589	102909	2228442
12590	102961	2229546
12591	102968	2228442
12592	102975	9230015
12594	102997	9239012
12596	103088	2226830
12600	103250	9224951
12601	101166	8299279
12605	103359	8740152
12607	103377	9228189
12608	103378	9228189
12609	103392	9224951
12610	103520	9224951
12611	103526	9224951
12612	103311	2234396
12614	103554	2229291
12615	114591	2223330
12616	103733	2229546
12617	103747	9224951
12619	103778	9224948
12620	103787	9224951
12621	103929	9224951
12622	103938	2221059
12623	103963	2221059
12625	104095	2226947
12627	104273	9224951
12628	104275	2229291
12629	109746	2232640
12630	104439	2230606
12631	104532	9224946
12632	104546	9224951
12633	104619	9224951
12634	104645	8740150
12635	104664	8740150
12636	104854	2228217
12637	104993	2226830
12639	105434	8740150
12641	105122	9228189
12642	105141	9228189
12645	107288	2229760
12647	105185	9224946
12648	105242	2225280
12649	105254	2226947
12650	105271	2229291
12651	105272	7670947
12652	105291	2231710
12653	105384	2232640
12655	105269	2229291
12656	105490	2226947
12658	105504	2224165
12659	105510	2232640
12660	105512	2230815
12661	105551	9224949
12662	105581	2226947
12667	105952	9224951
12669	105977	9224949
12670	106073	2229291
12671	106196	9224946
12672	106227	2226830
12673	106228	9224949
12675	106249	2234396
12676	106257	7730793
12678	106369	2228217
12681	106388	2229291
12682	106001	9224951
12683	106395	9224949
12684	106469	9224965
12685	106470	9224951
12688	106476	2233500
12689	114979	2225744
12690	106479	2229251
12691	106482	9224949
12693	106486	2232640
12694	106494	2229251
12696	106513	9224951
12697	106523	2226947
12698	110825	2226140
12699	106540	2234988
12701	106547	2226140
12702	106558	2233122
12703	106626	2226947
12704	106735	2233122
12705	115334	8740150
12706	106841	2229291
12707	106850	2226830
12708	106885	2222269
12709	106889	2234988
12710	106891	2234396
12711	106897	7932539
12713	106898	9224975
12715	106907	2232640
12718	106832	2228217
12719	106976	9224949
12721	107140	2232640
12722	107141	2232640
12724	107156	2224165
12725	107170	2226830
12726	107171	10289311
12727	107172	7670947
12728	107173	9224949
12730	107223	2232640
12731	107261	2226830
12732	107267	2226140
12733	107271	2226140
12734	107273	10289311
12738	107283	8659839
12739	107287	2229760
12740	107300	9224975
12741	107302	2226140
12743	115349	8740152
12744	107350	8740152
12745	107357	9224959
12746	107381	2222269
12747	107385	2233408
12748	107401	8740152
12749	107402	2233122
12750	107408	2229251
12751	106702	2233122
12752	107444	2226947
12753	107485	2233408
12754	107486	2232640
12755	107539	2228442
12756	107561	2226947
12757	107573	8740150
12761	107579	2228442
12763	107624	2233408
12766	107694	2226140
12767	107802	8740150
12769	107999	8740150
12770	102609	8740150
12771	108047	2226830
12773	108078	2233500
12774	108082	9224949
12775	108092	2229251
12776	108710	8740150
12777	108727	2234396
12778	115351	9224951
12780	115353	2223329
12782	102991	2234396
12783	109445	7932539
12785	109448	2230815
12786	109452	2233122
12788	109558	2231710
12789	109579	7670947
12791	109970	9224951
12792	110049	2232640
12793	110055	7730793
12794	110089	2228442
12796	110241	7932539
12797	110291	9224948
12799	110341	9224946
12801	110554	9228189
12802	110593	9224946
12803	110727	9224946
12804	110738	2226947
12806	110853	9228189
12807	110859	2234396
12808	110883	9224949
12809	110955	9224948
12810	110957	9224948
12811	110969	9224948
12812	110993	2229760
12815	104605	9224949
12816	102990	9224951
12817	111192	9224949
12819	111208	11996057
12820	101838	11996057
12821	103079	11996057
12823	108129	11996057
12825	100228	8299285
12829	100957	7731894
12830	100958	9143466
12833	101166	7732085
12834	101463	9143473
12836	101260	7731904
12841	101554	7732917
12846	101761	7731892
12848	102368	9143472
12849	100954	9143471
12852	101599	240396
12853	100752	9143458
12854	103086	7731892
12859	103267	7732372
12860	103268	7731893
12861	103270	7732685
12862	103271	7732115
12863	103272	9143483
12864	103274	9143465
12865	103290	9143460
12866	103401	7731893
12867	103568	7731904
12869	103733	9143458
12874	104344	9143460
12876	104439	7732916
12877	104625	9143458
12878	114947	9143458
12879	104664	9143491
12881	105285	7731893
12882	105289	7732066
12883	105586	9143493
12884	107259	7731890
12885	105635	7731894
12887	100955	7732067
12888	105785	7731896
12889	106272	9143484
12892	106463	7731892
12893	106460	7731889
12894	106468	7732068
12895	106476	7731904
12897	101622	7731897
12898	100956	9143471
12899	106494	9143493
12900	106763	7731898
12904	107175	9143460
12907	107236	9143478
12908	115348	7732068
12911	101167	7731898
12912	107253	7732068
12913	107254	9143490
12914	107255	7731891
12917	114974	9143488
12919	107572	7732690
12921	107830	7731904
12922	108443	9143460
12925	108648	7731897
12926	108649	7731891
12928	108708	9143458
12930	108710	9143479
12932	109597	9143481
12935	110492	9143478
12937	110124	9143465
12938	110290	9143478
12946	110939	7731890
12947	110971	9143473
12948	111120	9143495
12949	100673	9143464
12951	100200	7870312
12952	100697	11996209
12953	100830	7731852
12954	100983	7870298
12955	107275	11996193
12956	101463	11996189
12957	114856	8051158
12958	101583	11996209
12959	101585	11996228
12960	101598	11996194
12961	101605	7731899
12962	103268	11996236
12963	107253	11996188
12964	101939	7731999
12965	115089	8051166
12966	102862	11996222
12967	102997	7731851
12968	101021	7731894
12969	101166	11996197
12970	103568	11996228
12971	103733	7731852
12972	104439	11996188
12973	115338	11996232
12974	106770	2257174
12975	112647	11996228
12976	105283	7870312
12977	115340	11996237
12978	105432	11996215
12979	105513	7731907
12980	105688	11996220
12981	105785	11996220
12982	105810	7731899
12983	105924	7870561
12986	106456	7870607
12987	106461	7870607
12988	106463	7731898
12989	100267	11996195
12990	106484	7870660
12991	106488	11996193
12992	106500	7870641
12993	100972	7870607
12994	106717	11996211
12995	106763	11996236
12998	100959	7870608
12999	107229	11996220
13001	100978	7731851
13003	101167	11996188
13004	107301	11996236
13005	107279	11996228
13006	116285	7731999
13008	107424	7731998
13009	107463	11996201
13010	107575	7870650
13011	107576	7731851
13013	108092	11996228
13014	108129	8051169
13015	108190	7870640
13016	108648	11996220
13017	109441	7732000
13019	109518	7870663
13020	101138	11996231
13021	110565	7870561
13022	110806	7870613
13023	110872	7870640
13025	111088	7870579
13026	100013	11153160
13027	100014	11153160
13028	100032	11153079
13029	100081	11153161
13035	100208	11153161
13036	100405	11153078
13038	100179	11153078
13039	100608	11362033
13040	100637	11153161
13041	100829	11153077
13042	100925	11153080
13044	101148	11153161
13046	101203	7871249
13047	101297	11153083
13050	101479	11153175
13053	101797	11996449
13055	101509	11153177
13058	101591	11153176
13060	109426	11153169
13062	101675	11153176
13063	101920	11153163
13066	102417	11153165
13068	102801	11153171
13069	105297	11153163
13070	105547	11996449
13071	102877	11153153
13072	102932	11153079
13073	102955	11153079
13074	102974	11996449
13075	102998	11153078
13077	103078	11153169
13080	103137	11153083
13082	103391	11153077
13083	103408	11153075
13084	103461	11153177
13085	103479	11153077
13087	103591	11153167
13088	115226	11362033
13089	103733	11996449
13091	104323	11153177
13092	102846	11153177
13094	114893	11996449
13095	105207	11153082
13096	114932	11153172
13097	105276	11153166
13098	114894	11153172
13099	105320	11153160
13102	105506	11153075
13103	105595	11153153
13104	109667	11996449
13105	100952	11153176
13106	105811	11153175
13107	105840	11153175
13108	115548	11153082
13109	106411	2597334
13112	106745	11153172
13113	106781	11153166
13114	100951	11153176
13116	107220	11153075
13117	107240	11153155
13118	107527	11153166
13121	107428	11153077
13122	100420	11153079
13123	103394	11153077
13124	107773	11153177
13128	109413	11996449
13130	105322	11153077
13131	109516	11153168
13132	109702	11153171
13134	109947	11153175
13136	110295	11153165
13140	110659	11153172
13141	110669	11153077
13143	110789	11153163
13144	110844	11153164
13147	110856	11153170
13148	114492	11153174
13149	111006	11153167
13150	111082	11153153
13151	111095	11996449
13152	102980	2566982
13154	101130	2566982
13157	101253	2566982
13158	101684	2566979
13160	108693	2566978
13163	102997	2566980
13164	105310	2566978
13165	103733	2566982
13166	103938	2566978
13167	103963	2566982
13169	107287	2566982
13170	107288	2566982
13171	108801	2566982
13172	110993	2566982
13173	111095	2566978
13174	100830	11204107
13175	101041	11996061
13176	100811	11996073
13177	101253	8260631
13178	101027	7870427
13180	102760	8260626
13181	102949	8260610
13182	102997	7870425
13185	103041	8260630
13186	103079	8260630
13187	103563	8260630
13188	103733	8260630
13189	107612	7870426
13190	104579	7870395
13191	112647	8260626
13192	105924	7870325
13193	106044	11204107
13194	106456	11996062
13195	106461	11996062
13196	100267	11996070
13197	106500	11996074
13198	100972	7870395
13199	101174	8260634
13200	106986	7870331
13203	100959	7870395
13204	107275	11204107
13205	107463	11996063
13207	107575	11996066
13208	108044	7870328
13209	108190	11996077
13210	108535	7870426
13211	108654	7870428
13212	108801	11996079
13213	115352	8260626
13214	114862	7870428
13215	101138	8260634
13216	106675	7870328
13217	110565	7870411
13218	110590	11996076
13219	110668	8260627
13220	115338	11204018
13221	110806	7870395
13222	110856	8260630
13223	110872	11996064
13225	116261	2412707
13226	101019	10779434
13227	100925	2412353
13229	103076	10779433
13230	104152	2411683
13237	106233	2411683
13238	106236	2411683
13239	106274	2412716
13240	105407	2411683
13242	102314	2411683
13244	109413	2244181
13246	110257	2411683
13247	110856	2412353
13248	100204	2364078
13250	102434	2300569
13251	100059	2294234
13252	100133	2304116
13253	100137	2294076
13255	101992	2363907
13256	100191	2294234
13257	105294	2294234
13258	100202	2301360
13259	114917	2304116
13260	103957	8260650
13261	100398	2294234
13262	100405	11153079
13263	100406	2294234
13265	100420	2294076
13266	100425	2300569
13267	100550	2302353
13268	100179	2304116
13269	100634	2294234
13270	100951	11153176
13271	114895	2367567
13272	101453	2597448
13274	101479	11153175
13275	101797	2362006
13276	101591	2302547
13279	101645	2294234
13281	101675	2302547
13282	101699	2294234
13283	114544	8659784
13284	101729	2294291
13285	114853	8659784
13287	101970	2294286
13288	100396	2365189
13292	102074	2301360
13294	102359	8659787
13298	102366	2294286
13299	102372	2297169
13301	102441	2302353
13302	102491	2302547
13304	102596	7729982
13308	102749	8634515
13310	104323	11153176
13311	104185	8659772
13312	100060	8659784
13313	105480	2294291
13314	103962	8635055
13315	102876	2302353
13317	102964	2300569
13318	102974	2294234
13320	102998	2302353
13321	103029	8634512
13322	103041	2597444
13323	103079	2302547
13324	103095	2300569
13328	116545	2300569
13330	103437	2297169
13332	111200	2294291
13333	103587	2362006
13334	116269	2294291
13335	103704	2297169
13336	103733	2362006
13337	103938	2300569
13338	103963	2300569
13339	104448	2300569
13340	104357	2367163
13341	104594	2294286
13342	104705	2294286
13343	105194	2297169
13344	101435	2297169
13345	105270	2294234
13349	105508	2301360
13350	113927	2301360
13352	100952	2302547
13353	105811	2356386
13354	105813	2294234
13355	103078	2294286
13356	106233	2300569
13358	106200	2297169
13359	104505	2297169
13360	106781	2300569
13361	106996	2294291
13363	105867	2300569
13364	107134	2297169
13365	107143	2302547
13366	107144	2294234
13367	107145	2302547
13368	107358	2294234
13369	107488	2367659
13370	107544	2294234
13371	107980	2294076
13372	108145	2302547
13373	108504	2297169
13374	108684	2294234
13375	108789	2294076
13376	108804	2365976
13377	109404	2300569
13378	107907	2294286
13379	109686	2294234
13382	109795	2297169
13383	109335	2294286
13384	110480	2297169
13385	110638	2294286
13386	110707	2294076
13387	109336	2294286
13390	111095	2365263
13391	111171	2362006
13392	100724	2418595
13399	100925	2595305
13400	101114	2418595
13403	102417	2595304
13404	111211	2417831
13406	103072	2595303
13407	103076	2418595
13409	103733	8335012
13411	104152	2422923
13412	105051	2420561
13413	115408	2416968
13414	110655	2418595
13415	105207	2423124
13416	105445	2419470
13419	105630	2422923
13420	114899	2419470
13421	109667	8335012
13422	111065	2420983
13423	105827	2420983
13424	106265	2419991
13425	106278	2416968
13426	106632	2422923
13428	107049	2422923
13431	109634	2420983
13433	110143	2417987
13435	110257	2418595
13436	110714	2419991
13437	110950	2421272
13438	111221	2417987
13440	109667	11996003
13442	100724	11995998
13443	100786	7909700
13444	111208	10376960
13448	101114	8335075
13449	101403	10376583
13450	101429	11996000
13453	101838	11996003
13456	103072	11995999
13457	103076	8335075
13458	104152	8335075
13463	104702	7932380
13464	105067	7909700
13466	106233	8335052
13467	106236	7932380
13468	106274	11995995
13469	105407	8335070
13470	107049	7909706
13472	107867	8335043
13473	108129	11996003
13474	109413	11996003
13475	109634	11996003
13476	100289	2274890
13477	100179	2274890
13478	111448	2275344
13479	101049	2588490
13481	101109	2276630
13483	102417	2274688
13484	102546	2278324
13485	105297	11153163
13487	102974	2274890
13488	102998	2274890
13490	102882	2276622
13492	103277	2274688
13493	103279	2275099
13495	103391	11153077
13496	103479	2275099
13497	103394	11153163
13498	103476	2275099
13499	103420	2274890
13507	116077	2278292
13510	105323	2273898
13512	105497	2275344
13515	105838	2417987
13516	106265	2274890
13517	106278	2274688
13518	111214	2417987
13519	111215	2408249
13523	108699	11153163
13525	109485	2420561
13526	105322	11153077
13527	109735	2273898
13530	110483	2404399
13532	110789	11153163
13534	100925	7701199
13535	111453	7729902
13536	101509	8631513
13542	106346	7701493
13543	103948	8631539
13544	110950	8299787
13545	115024	7701494
13546	108583	7729902
13547	103072	8299787
13548	103078	7701484
13549	114579	7729902
13550	104305	8631512
13551	104323	7729902
13552	114961	7701501
13553	104921	8334585
13556	103077	7701501
13557	106266	8299787
13558	100920	7670554
13560	106417	7701481
13561	106781	7701494
13563	114841	7701493
13564	101820	8631513
13565	108931	8631512
13568	109404	8631537
13569	109413	8261489
13570	109617	7729902
13571	109772	8631539
13572	110232	7701470
13575	110714	8631446
13579	100925	9212609
13581	102734	9212614
13582	103078	9212593
13584	102625	9222769
13586	106417	9212577
13589	109413	9212601
13590	110232	9222754
13591	110856	7910309
13592	100161	8624000
13593	100549	11996022
13594	100925	2440482
13595	115675	2446266
13596	101697	8659822
13597	102484	2440494
13598	102513	2444487
13599	103587	11996029
13600	103733	2441290
13601	110233	8624000
13602	104570	2440494
13603	106240	2444218
13605	106417	11996025
13606	106781	2440482
13608	109381	2439154
13609	109404	2440482
13611	109772	2444994
13613	110780	2440482
13614	104605	2445703
13615	111095	2440482
13616	111171	2440370
13617	100008	7932499
13620	100028	8638118
13621	100041	8634912
13622	100047	8631814
13624	100078	7729976
13626	100086	8659832
13628	100103	7730398
13630	100115	8638546
13631	100131	7932502
13633	100182	7932056
13635	100193	8636761
13636	100194	8638547
13638	100209	7932057
13639	100224	7932505
13640	100251	8634543
13641	100310	8638454
13642	100347	7730022
13643	100531	8635060
13646	100593	8634512
13647	110213	7701433
13649	100643	8659790
13651	100670	7910314
13652	100683	8634912
13653	100703	8659808
13654	106568	7730000
13656	100710	8659866
13658	100825	8638548
13660	100847	8659809
13662	114786	8633727
13664	104277	8659776
13665	100975	7873916
13667	100994	8659787
13671	100685	7910331
13672	101073	8634288
13674	101111	7729989
13676	108428	8635055
13677	101119	8659810
13678	101142	8659785
13679	101153	8634914
13681	101216	8638542
13683	101287	8634513
13684	101297	8659782
13685	101304	8638544
13687	101443	8659809
13689	101458	8634544
13691	101502	8659784
13692	101538	8634505
